aX1,aY1,aZ1,gX1,gY1,gZ1,aX2,aY2,aZ2,gX2,gY2,gZ2
0.79,0.115,0.52,1.16,1.221,-1.648,0.828,-0.35,0.803,-60.242,-9.216,2.38
0.798,0.101,0.509,0.793,0.0,-0.061,0.833,-0.36,0.87,-46.814,-3.54,1.16
0.804,0.091,0.512,-0.305,-1.465,1.221,0.827,-0.381,0.835,-27.283,4.822,0.366
0.806,0.093,0.514,-1.343,-2.625,2.319,0.841,-0.38,0.748,-6.531,14.526,0.183
0.819,0.113,0.537,-1.465,-3.418,2.991,0.852,-0.374,0.653,14.404,19.775,0.427
0.833,0.139,0.581,0.183,-2.502,2.075,0.875,-0.393,0.546,32.41,20.996,-0.061
0.846,0.145,0.584,4.089,0.793,-0.305,0.899,-0.418,0.453,42.847,20.081,-0.732
0.854,0.142,0.562,6.775,4.15,-2.075,0.895,-0.439,0.357,44.983,17.822,-0.977
0.854,0.141,0.534,5.615,6.409,-3.296,0.898,-0.465,0.298,41.382,13.977,-1.099
0.846,0.13,0.507,2.319,9.094,-5.066,0.89,-0.485,0.233,34.668,9.338,-0.244
0.836,0.101,0.491,-1.282,11.353,-5.859,0.888,-0.496,0.196,26.794,4.7,1.465
0.825,0.085,0.472,-4.028,12.451,-4.944,0.874,-0.471,0.217,16.602,1.099,2.93
0.824,0.085,0.449,-3.906,10.986,-2.808,0.867,-0.429,0.233,8.057,-0.488,4.639
0.828,0.094,0.442,-1.343,6.836,-0.366,0.863,-0.395,0.257,2.563,-1.099,4.883
0.843,0.115,0.466,2.869,0.977,1.77,0.864,-0.389,0.283,-0.488,-1.953,4.272
0.847,0.135,0.488,8.484,-3.723,2.563,0.859,-0.38,0.331,-3.418,-2.991,3.784
0.844,0.14,0.509,11.963,-6.897,2.991,0.852,-0.369,0.378,-3.54,-2.93,4.15
0.852,0.141,0.527,10.864,-8.118,2.93,0.845,-0.356,0.393,-2.136,-2.258,4.089
0.85,0.144,0.537,7.874,-6.836,2.502,0.826,-0.35,0.417,-0.61,-2.136,4.211
0.834,0.145,0.545,2.991,-3.479,1.526,0.817,-0.346,0.408,1.221,-1.709,4.089
0.821,0.136,0.543,-3.235,1.221,0.122,0.806,-0.373,0.411,2.502,-1.282,3.479
0.802,0.125,0.542,-6.897,5.92,-0.793,0.807,-0.408,0.411,3.296,-0.977,2.319
0.789,0.121,0.536,-7.507,8.484,-0.183,0.818,-0.419,0.424,5.31,0.0,2.319
0.805,0.116,0.535,-5.371,8.24,1.343,0.824,-0.438,0.414,7.324,1.099,2.502
0.832,0.124,0.53,-1.16,5.798,2.502,0.831,-0.445,0.387,8.24,2.075,2.441
0.837,0.139,0.521,4.456,2.258,3.052,0.839,-0.435,0.347,7.629,3.174,2.93
0.845,0.143,0.505,8.484,0.366,2.869,0.831,-0.419,0.293,5.554,3.357,3.967
0.847,0.146,0.483,9.399,-0.183,1.77,0.818,-0.4,0.268,2.502,1.709,4.639
0.844,0.149,0.475,8.545,-1.038,0.977,0.815,-0.383,0.285,-0.183,-0.61,4.639
0.833,0.145,0.48,7.568,-1.892,0.977,0.813,-0.372,0.318,-2.93,-3.235,3.967
0.831,0.137,0.482,5.92,-2.38,1.648,0.814,-0.374,0.365,-6.409,-5.31,2.991
0.819,0.135,0.498,3.174,-2.38,2.38,0.82,-0.389,0.412,-11.047,-6.165,1.648
0.818,0.128,0.509,0.61,-1.77,3.54,0.832,-0.407,0.455,-14.16,-5.371,0.916
0.817,0.122,0.527,-1.16,-0.366,4.15,0.837,-0.403,0.481,-12.451,-3.296,1.099
0.825,0.126,0.526,-1.831,1.526,4.822,0.837,-0.398,0.463,-5.676,-0.671,0.854
0.834,0.136,0.519,-0.916,2.319,5.127,0.823,-0.406,0.423,-0.183,1.953,-0.183
0.853,0.143,0.511,0.916,1.343,4.517,0.811,-0.405,0.39,3.113,2.93,-0.488
0.853,0.147,0.501,2.502,-0.732,3.296,0.808,-0.397,0.368,4.7,3.052,-0.244
0.872,0.144,0.486,3.601,-2.014,2.075,0.81,-0.403,0.354,4.089,2.991,0.0
0.87,0.144,0.47,2.93,-2.075,0.366,0.808,-0.407,0.345,1.221,1.953,0.549
0.861,0.139,0.466,0.244,-0.488,-1.038,0.811,-0.418,0.342,-1.953,0.366,1.404
0.847,0.131,0.456,-3.601,2.014,-2.075,0.821,-0.426,0.36,-5.127,-1.343,1.465
0.838,0.123,0.444,-6.592,3.967,-2.441,0.825,-0.43,0.394,-6.47,-2.502,1.099
0.829,0.119,0.448,-7.141,3.601,-2.014,0.83,-0.423,0.424,-5.615,-2.258,0.671
0.817,0.119,0.463,-6.897,2.075,-0.671,0.829,-0.413,0.457,-2.258,-1.16,0.305
0.815,0.124,0.487,-7.629,0.671,1.221,0.823,-0.399,0.451,2.075,0.122,-0.122
0.824,0.134,0.507,-7.935,-0.427,2.869,0.817,-0.392,0.429,4.761,0.977,0.061
0.836,0.148,0.546,-6.653,-1.526,3.479,0.815,-0.403,0.406,4.211,1.282,-0.122
0.842,0.156,0.582,-3.418,-2.38,2.686,0.819,-0.414,0.399,2.502,0.916,-0.183
0.84,0.159,0.602,-0.305,-3.113,1.587,0.828,-0.416,0.404,1.16,0.488,-0.305
0.83,0.151,0.615,2.014,-2.991,0.244,0.846,-0.428,0.394,0.732,1.282,-0.977
0.812,0.14,0.612,2.502,-1.343,-0.977,0.855,-0.43,0.393,1.282,2.808,-1.038
0.808,0.128,0.584,1.526,1.953,-1.221,0.85,-0.429,0.38,4.395,3.662,0.305
0.806,0.116,0.553,0.916,5.554,-0.977,0.843,-0.413,0.361,7.08,3.967,1.587
0.81,0.107,0.524,0.732,7.446,-0.183,0.836,-0.39,0.346,7.202,4.089,2.747
0.821,0.108,0.507,0.977,7.141,1.648,0.825,-0.365,0.346,4.211,3.052,3.113
0.848,0.125,0.501,2.014,5.981,3.296,0.818,-0.35,0.352,0.427,1.221,2.991
0.859,0.139,0.5,4.211,4.822,3.601,0.823,-0.355,0.375,-2.991,-0.549,1.526
0.859,0.142,0.5,5.31,4.028,2.808,0.824,-0.375,0.395,-4.333,-1.892,0.244
0.856,0.137,0.501,4.517,3.052,1.404,0.826,-0.394,0.401,-3.723,-2.258,-0.549
0.862,0.132,0.5,2.625,2.686,0.488,0.826,-0.411,0.404,-2.502,-1.77,-0.427
0.857,0.128,0.501,0.977,2.625,-0.488,0.824,-0.419,0.403,-1.526,-1.282,0.793
0.853,0.112,0.502,0.061,2.319,-0.977,0.827,-0.407,0.404,-0.61,-0.183,2.441
0.845,0.107,0.498,-0.61,1.77,-0.671,0.819,-0.393,0.411,0.183,1.77,3.296
0.841,0.114,0.488,-0.366,1.648,0.549,0.82,-0.4,0.396,2.38,3.357,3.784
0.844,0.128,0.486,0.488,1.404,1.953,0.828,-0.405,0.377,3.357,4.089,3.662
0.847,0.14,0.488,1.343,0.305,3.174,0.835,-0.403,0.362,3.235,4.089,3.967
0.853,0.156,0.504,1.587,-0.732,3.906,0.841,-0.395,0.346,3.967,3.479,4.333
0.87,0.168,0.518,1.953,-0.916,3.357,0.842,-0.382,0.331,4.395,2.502,4.028
0.864,0.159,0.524,1.709,-0.854,1.099,0.846,-0.376,0.316,3.357,1.648,2.869
0.856,0.141,0.521,0.305,0.427,-0.732,0.849,-0.382,0.328,1.709,0.549,1.953
0.845,0.127,0.508,-1.709,2.747,-1.953,0.845,-0.387,0.363,-0.061,-0.61,1.221
0.831,0.122,0.496,-3.296,4.7,-2.625,0.846,-0.399,0.399,-1.038,-1.404,0.549
0.814,0.115,0.484,-3.479,5.005,-2.563,0.841,-0.407,0.416,-1.526,-1.526,0.427
0.804,0.11,0.482,-2.502,3.235,-1.709,0.833,-0.411,0.423,-2.136,-0.61,0.305
0.798,0.113,0.488,-0.61,0.427,0.183,0.826,-0.406,0.424,-1.587,0.366,0.549
0.81,0.121,0.495,0.793,-1.892,2.625,0.819,-0.396,0.425,0.488,1.221,1.16
0.826,0.132,0.495,0.244,-2.808,4.395,0.816,-0.391,0.425,2.93,2.075,0.977
0.838,0.134,0.493,-1.282,-2.93,5.005,0.811,-0.384,0.425,5.859,2.991,0.549
0.849,0.135,0.492,-2.93,-2.502,4.517,0.811,-0.383,0.417,8.118,3.784,0.488
0.854,0.146,0.495,-3.784,-1.16,3.479,0.805,-0.386,0.394,9.46,3.906,0.61
0.861,0.163,0.495,-3.418,0.732,1.282,0.811,-0.397,0.375,9.094,3.967,0.671
0.858,0.169,0.513,-2.747,2.625,-1.038,0.815,-0.399,0.362,7.446,3.662,1.221
0.84,0.157,0.534,-2.075,5.676,-2.991,0.827,-0.393,0.36,5.005,2.563,1.465
0.826,0.141,0.539,-3.296,9.155,-4.578,0.833,-0.402,0.375,2.502,1.526,1.404
0.823,0.127,0.523,-4.333,11.536,-4.7,0.841,-0.426,0.383,0.549,0.916,0.793
1.172,-0.572,-0.811,-4.822,6.897,-6.897,0.584,-0.525,1.263,-50.232,-38.208,6.836
1.185,-0.578,-0.811,-7.446,3.967,-12.634,0.642,-0.452,1.136,-50.476,-24.048,7.202
1.198,-0.592,-0.809,-12.207,6.226,-20.569,0.62,-0.376,1.004,-38.147,-9.766,5.92
1.173,-0.619,-0.846,-18.677,14.465,-30.64,0.634,-0.37,0.83,-15.32,0.671,2.808
1.102,-0.646,-0.927,-27.039,26.794,-42.358,0.657,-0.37,0.707,8.118,5.066,-0.305
1.028,-0.657,-1.028,-37.109,40.833,-52.124,0.69,-0.366,0.594,24.109,4.333,-2.441
0.984,-0.685,-1.147,-45.715,54.199,-56.702,0.736,-0.341,0.554,34.607,4.089,-4.211
0.952,-0.714,-1.276,-52.979,65.918,-56.335,0.713,-0.341,0.478,46.021,7.385,-7.446
0.905,-0.736,-1.358,-63.232,72.327,-55.054,0.818,-0.349,0.445,63.66,17.395,-14.099
0.865,-0.764,-1.395,-75.867,73.303,-53.101,0.854,-0.35,0.41,77.271,24.902,-16.357
0.806,-0.743,-1.426,-85.266,74.28,-49.011,0.82,-0.37,0.33,77.576,26.245,-13.245
0.759,-0.69,-1.465,-88.928,75.012,-41.992,0.866,-0.37,0.312,69.824,26.245,-12.939
0.729,-0.629,-1.501,-89.294,70.007,-30.396,0.868,-0.378,0.246,55.481,23.926,-11.353
0.687,-0.548,-1.558,-88.013,57.8,-14.526,0.859,-0.369,0.199,37.842,19.348,-8.362
0.695,-0.456,-1.624,-85.327,39.551,1.77,0.846,-0.351,0.15,23.804,13.672,-6.104
0.728,-0.318,-1.675,-84.229,12.39,17.883,0.84,-0.335,0.146,16.663,8.789,-5.615
0.679,-0.168,-1.691,-87.952,-21.484,30.212,0.854,-0.347,0.157,12.695,3.845,-5.798
0.61,-0.016,-1.63,-100.464,-57.556,38.025,0.844,-0.365,0.191,5.615,-1.465,-4.883
0.528,0.134,-1.526,-124.207,-88.44,44.8,0.844,-0.374,0.249,-2.014,-5.92,-3.418
0.416,0.271,-1.416,-155.64,-107.971,51.941,0.868,-0.384,0.323,-8.118,-9.216,-2.869
0.268,0.394,-1.289,-192.2,-116.699,60.73,0.874,-0.398,0.411,-13.611,-12.939,-2.136
0.176,0.481,-1.168,-231.201,-118.652,71.594,0.882,-0.396,0.488,-19.714,-14.771,-1.404
0.102,0.521,-1.079,-268.25,-117.371,86.182,0.874,-0.422,0.546,-23.376,-14.16,-0.977
0.065,0.602,-0.974,-299.744,-120.911,105.896,0.879,-0.446,0.585,-24.292,-11.597,-0.793
0.053,0.72,-0.855,-323.486,-136.047,128.54,0.881,-0.478,0.605,-22.766,-7.751,-0.122
-0.024,0.861,-0.706,-338.867,-160.828,150.146,0.881,-0.493,0.594,-17.09,-3.174,0.916
-0.1,1.075,-0.47,-345.581,-190.369,168.152,0.872,-0.492,0.553,-7.202,2.197,2.563
-0.092,1.271,-0.221,-339.111,-224.67,184.143,0.871,-0.466,0.499,2.808,6.897,4.028
-0.067,1.465,0.011,-317.017,-262.146,192.81,0.858,-0.436,0.43,11.169,9.521,4.7
-0.047,1.694,0.303,-283.875,-296.204,189.514,0.844,-0.425,0.381,15.076,10.071,5.005
-0.007,1.869,0.644,-245.911,-324.097,177.734,0.844,-0.394,0.351,15.259,8.728,5.31
-0.032,1.921,1.065,-204.651,-344.055,165.161,0.84,-0.374,0.329,12.512,6.714,5.371
0.001,1.866,1.38,-168.03,-352.844,154.785,0.841,-0.36,0.315,8.423,4.456,5.676
0.031,1.682,1.818,-136.108,-346.802,142.395,0.843,-0.344,0.332,3.662,2.502,4.7
0.12,1.523,2.099,-132.751,-329.407,127.869,0.85,-0.363,0.338,1.587,1.831,2.991
0.268,1.444,2.248,-151.245,-294.373,112.427,0.863,-0.376,0.33,2.319,1.77,1.648
0.42,1.418,2.263,-171.692,-240.601,93.079,0.869,-0.372,0.323,5.31,2.075,0.854
0.458,1.392,2.16,-186.34,-175.476,66.772,0.874,-0.387,0.317,9.583,2.441,0.671
0.39,1.241,2.047,-190.063,-113.22,37.781,0.863,-0.375,0.312,12.634,2.38,1.343
0.274,1.027,1.885,-187.012,-63.293,13.367,0.853,-0.384,0.299,13.123,2.258,1.892
0.209,0.865,1.774,-177.49,-24.902,-1.099,0.841,-0.383,0.292,9.644,0.916,2.747
0.203,0.729,1.66,-158.386,-4.761,-4.456,0.834,-0.391,0.303,2.441,-1.16,3.357
0.288,0.687,1.534,-131.104,0.488,0.916,0.825,-0.401,0.32,-3.784,-2.686,3.479
0.427,0.727,1.445,-98.267,-1.77,11.597,0.823,-0.408,0.351,-6.653,-3.723,3.418
0.545,0.759,1.391,-69.092,-9.644,18.494,0.822,-0.403,0.392,-5.92,-4.15,3.296
0.601,0.771,1.389,-48.706,-16.724,17.334,0.827,-0.395,0.413,-4.211,-3.113,2.686
0.64,0.721,1.382,-35.156,-15.32,13.245,0.819,-0.397,0.415,-1.587,-1.526,1.892
0.684,0.649,1.352,-25.269,-5.615,8.179,0.816,-0.396,0.408,0.427,0.122,1.465
0.681,0.575,1.284,-16.052,7.568,1.404,0.813,-0.392,0.404,1.404,1.587,1.343
0.689,0.503,1.181,-8.606,21.973,-4.211,0.812,-0.385,0.402,1.465,2.686,1.16
0.689,0.438,1.08,-4.822,32.898,-8.667,0.82,-0.382,0.394,2.136,3.357,0.977
0.676,0.394,0.982,-2.869,40.405,-12.146,0.823,-0.391,0.383,2.686,3.845,0.732
0.687,0.356,0.848,2.136,45.593,-13.062,0.819,-0.403,0.367,3.052,3.906,0.61
0.699,0.316,0.709,11.475,47.791,-11.353,0.819,-0.408,0.354,3.54,3.54,0.671
0.722,0.299,0.58,20.02,46.265,-9.094,0.821,-0.407,0.357,3.235,2.869,1.038
0.785,0.272,0.478,23.987,43.884,-6.409,0.824,-0.4,0.354,1.77,2.075,1.282
0.825,0.248,0.41,21.606,40.222,-4.395,0.832,-0.394,0.354,0.427,1.77,1.404
0.837,0.236,0.386,14.832,37.476,-2.869,0.836,-0.387,0.36,-0.671,1.465,1.16
0.829,0.215,0.405,6.714,35.95,-2.136,0.842,-0.383,0.375,-1.16,1.282,0.427
0.846,0.209,0.37,-0.061,35.095,-1.526,0.845,-0.392,0.384,-0.488,1.892,-0.427
0.839,0.194,0.374,-1.587,36.194,-0.427,0.849,-0.394,0.39,1.16,2.38,-1.099
0.848,0.185,0.357,-0.366,32.532,0.488,0.846,-0.394,0.377,1.709,2.869,-1.831
0.856,0.177,0.361,2.136,26.978,1.343,0.84,-0.417,0.362,1.282,2.686,-1.587
0.878,0.187,0.352,5.493,23.254,1.526,0.842,-0.423,0.359,0.183,1.709,-0.427
0.882,0.206,0.311,8.118,20.874,0.488,0.847,-0.412,0.362,-0.61,0.793,0.671
0.884,0.221,0.274,8.545,17.578,-0.305,0.848,-0.402,0.369,-0.183,0.732,1.038
0.867,0.222,0.256,6.042,14.343,-0.61,0.847,-0.393,0.367,1.404,0.61,1.343
0.837,0.224,0.265,1.648,11.23,-0.977,0.839,-0.384,0.37,1.77,0.488,1.343
0.813,0.224,0.302,-3.052,8.179,-0.366,0.844,-0.378,0.38,1.892,0.488,0.854
0.804,0.211,0.355,-7.141,4.272,1.648,0.847,-0.383,0.391,1.221,1.221,-0.305
0.804,0.203,0.411,-10.498,-0.183,4.15,0.839,-0.401,0.384,0.671,1.709,-0.732
0.815,0.216,0.462,-11.536,-3.784,6.714,0.843,-0.412,0.376,0.0,1.892,-0.977
0.847,0.227,0.528,-10.254,-6.165,8.423,0.837,-0.411,0.372,-0.488,1.831,-0.305
0.861,0.239,0.6,-8.118,-4.883,7.874,0.839,-0.416,0.364,-0.549,1.038,-0.061
0.865,0.259,0.62,-5.371,1.038,4.883,0.848,-0.416,0.365,0.122,-0.061,0.0
0.865,0.276,0.57,-2.441,9.46,-0.061,0.851,-0.417,0.377,0.183,-0.671,0.061
0.844,0.269,0.519,0.244,14.893,-4.272,0.854,-0.409,0.391,0.061,-0.366,0.183
0.825,0.242,0.478,2.014,15.076,-6.897,0.854,-0.406,0.399,0.0,0.916,0.183
0.809,0.223,0.468,2.014,12.878,-6.897,0.852,-0.404,0.395,-0.061,3.052,0.183
0.801,0.221,0.469,0.183,10.62,-4.517,0.84,-0.394,0.382,0.305,4.517,0.122
0.822,0.231,0.466,-2.319,9.033,-1.709,0.838,-0.395,0.358,1.404,5.31,0.061
0.854,0.247,0.472,-3.662,7.202,0.0,0.841,-0.39,0.339,1.282,5.005,0.122
0.869,0.266,0.486,-3.296,6.409,0.732,0.845,-0.386,0.325,0.732,2.991,0.549
0.869,0.285,0.472,-1.404,6.775,0.061,0.84,-0.389,0.333,0.488,0.854,1.282
0.862,0.286,0.456,0.488,7.507,-1.648,0.835,-0.39,0.355,0.061,-0.732,1.709
0.843,0.273,0.458,2.625,6.592,-3.113,0.832,-0.404,0.371,-0.366,-1.343,1.16
0.832,0.26,0.461,6.042,5.127,-3.845,0.828,-0.412,0.38,0.427,-1.343,1.221
0.819,0.254,0.461,8.606,3.601,-4.333,0.826,-0.418,0.384,0.977,-0.61,1.465
0.824,0.249,0.452,9.399,1.526,-4.028,0.826,-0.424,0.387,1.404,-0.488,1.831
0.841,0.251,0.45,9.399,-0.732,-2.991,0.847,-0.404,0.403,1.587,-0.122,2.197
0.849,0.258,0.458,7.69,-1.892,-2.258,0.871,-0.398,0.39,1.953,1.099,1.709
0.856,0.261,0.456,3.54,-1.404,-2.014,0.867,-0.409,0.361,2.441,1.587,1.038
0.857,0.265,0.449,-0.977,0.366,-1.892,0.861,-0.405,0.352,2.747,1.343,1.282
0.856,0.27,0.452,-2.93,1.465,-2.258,0.852,-0.401,0.347,1.648,1.343,0.916
0.859,0.271,0.474,-2.686,1.16,-2.563,0.838,-0.397,0.338,0.977,0.977,0.671
0.85,0.279,0.511,-1.343,0.305,-3.662,0.825,-0.405,0.344,0.61,0.305,0.549
0.848,0.28,0.514,-0.305,1.343,-5.31,0.816,-0.405,0.369,0.122,0.0,0.793
0.843,0.267,0.507,-0.427,2.625,-6.653,0.812,-0.405,0.388,-0.61,0.183,0.732
0.833,0.256,0.509,-0.854,3.357,-6.958,0.812,-0.406,0.397,-0.366,0.977,0.732
0.83,0.254,0.522,-0.671,3.479,-7.019,0.808,-0.403,0.39,0.671,1.892,0.671
0.833,0.244,0.523,-0.244,3.662,-7.019,0.811,-0.402,0.389,0.977,2.502,0.916
0.83,0.237,0.51,0.183,4.089,-7.141,0.82,-0.404,0.385,0.0,2.686,0.549
0.825,0.239,0.486,1.953,3.723,-7.385,0.828,-0.406,0.395,-0.488,3.357,0.0
0.816,0.234,0.458,3.235,2.136,-6.714,0.824,-0.405,0.404,0.183,4.395,0.061
0.822,0.237,0.473,3.235,0.854,-5.005,0.828,-0.401,0.404,1.526,5.554,0.61
0.82,0.236,0.479,3.54,1.526,-4.639,0.829,-0.389,0.399,0.916,6.409,0.671
0.816,0.235,0.481,3.662,2.808,-4.578,0.83,-0.395,0.395,-0.366,6.714,0.427
0.816,0.234,0.463,3.174,3.54,-4.333,0.834,-0.407,0.401,-0.671,7.019,0.183
0.813,0.236,0.453,2.502,3.906,-3.967,0.843,-0.434,0.42,-0.305,8.118,0.366
0.81,0.234,0.466,1.099,3.174,-3.357,0.85,-0.441,0.43,0.122,9.949,1.526
0.809,0.23,0.47,-0.854,2.747,-2.747,0.854,-0.446,0.433,0.427,12.329,3.296
0.81,0.219,0.471,-1.892,2.686,-2.136,0.853,-0.438,0.428,0.305,15.442,4.395
0.809,0.215,0.467,-1.587,1.953,-0.488,0.858,-0.423,0.429,0.549,19.104,4.822
0.814,0.222,0.455,-0.427,0.854,1.648,0.861,-0.423,0.396,0.183,22.644,5.432
0.826,0.233,0.464,0.916,-0.793,3.235,0.844,-0.422,0.343,-0.916,24.597,6.714
0.828,0.243,0.475,2.014,-2.197,3.723,0.831,-0.429,0.304,-2.014,23.926,7.69
0.836,0.255,0.474,1.648,-2.319,4.089,0.834,-0.422,0.294,-1.587,21.484,8.484
0.848,0.263,0.482,-0.854,-1.587,3.662,0.842,-0.398,0.303,-1.343,18.494,8.545
0.854,0.249,0.499,-3.296,-0.122,2.686,0.851,-0.386,0.329,-1.465,15.625,7.751
0.466,0.993,1.537,-89.6,-211.121,59.692,0.844,-1.164,2.283,-64.148,-71.106,7.812
0.557,0.979,1.682,-92.285,-191.65,57.983,0.585,-0.896,2.321,-230.713,-19.653,32.349
0.566,0.955,1.776,-104.126,-155.457,44.617,0.533,-0.703,2.157,-310.669,8.423,36.011
0.533,0.876,1.802,-119.629,-106.384,24.841,0.56,-0.548,1.779,-264.404,28.442,26.733
0.484,0.721,1.761,-132.08,-52.246,6.653,0.666,-0.439,1.434,-151.489,44.861,19.714
0.481,0.604,1.583,-143.616,-1.831,-6.531,0.709,-0.39,0.998,-34.912,51.941,17.334
0.487,0.536,1.378,-145.081,32.41,-12.268,0.756,-0.284,0.768,38.879,42.175,11.23
0.436,0.479,1.372,-126.953,44.678,-8.423,0.745,-0.228,0.659,81.116,22.461,-1.77
0.538,0.408,1.524,-95.703,46.997,-0.488,0.751,-0.271,0.606,116.516,3.479,-16.907
0.521,0.377,1.728,-58.716,38.757,1.282,0.765,-0.315,0.515,140.625,-2.991,-26.367
0.647,0.322,1.938,-19.531,24.902,-0.366,0.696,-0.477,0.281,151.062,6.165,-30.701
0.841,0.411,2.002,22.766,15.686,0.244,0.857,-0.384,0.212,145.874,34.851,-41.504
0.93,0.472,1.72,54.688,7.08,3.235,0.875,-0.337,-0.006,130.188,45.837,-34.912
0.883,0.515,1.336,53.528,-4.395,5.737,0.848,-0.306,-0.286,103.333,34.79,-19.47
0.931,0.494,1.024,35.889,-2.075,2.258,0.869,-0.262,-0.384,68.176,27.161,-9.766
0.932,0.434,0.792,26.794,10.803,-6.592,0.867,-0.22,-0.293,29.236,19.714,-3.601
0.86,0.325,0.61,26.245,24.719,-16.235,0.874,-0.228,-0.064,-8.118,4.089,-0.183
0.816,0.222,0.477,25.696,38.818,-22.156,0.924,-0.248,0.236,-39.001,-11.23,1.343
0.797,0.14,0.339,21.79,51.086,-22.705,0.97,-0.309,0.449,-57.495,-20.874,2.808
0.774,0.064,0.22,17.456,55.298,-19.165,0.965,-0.346,0.59,-65.796,-23.926,4.822
0.786,0.002,0.165,13.733,52.856,-13.916,0.963,-0.342,0.673,-64.087,-22.4,6.042
0.772,-0.017,0.204,11.169,42.419,-7.812,0.974,-0.349,0.706,-49.133,-16.296,4.089
0.799,0.002,0.298,10.62,28.076,-0.977,0.933,-0.379,0.654,-25.635,-7.935,0.366
0.826,0.005,0.398,13.672,12.756,4.761,0.924,-0.4,0.569,1.038,-0.793,-2.625
0.824,0.02,0.478,17.639,-0.977,9.033,0.913,-0.391,0.475,23.071,2.869,-3.601
0.841,0.069,0.504,19.958,-6.958,10.681,0.9,-0.387,0.409,36.926,4.395,-3.601
0.853,0.113,0.516,18.127,-6.226,10.01,0.895,-0.383,0.371,44.922,4.7,-2.869
0.835,0.121,0.554,13.794,-2.991,6.042,0.889,-0.389,0.317,47.485,3.845,-2.014
0.806,0.096,0.563,9.949,1.343,0.549,0.896,-0.391,0.25,46.387,2.869,-1.404
0.785,0.059,0.55,7.629,7.263,-2.502,0.887,-0.388,0.198,42.236,1.404,-0.061
0.787,0.022,0.5,7.935,11.353,-2.991,0.892,-0.371,0.187,35.645,-0.732,1.038
0.792,0.033,0.431,9.521,11.597,-2.38,0.88,-0.352,0.197,27.344,-1.892,1.709
0.82,0.057,0.394,11.597,8.362,-0.244,0.87,-0.35,0.227,18.494,-2.258,1.343
0.828,0.079,0.397,12.573,2.136,1.648,0.866,-0.366,0.263,8.362,-2.869,0.854
0.83,0.087,0.439,11.902,-4.211,3.052,0.856,-0.373,0.296,-1.038,-3.723,1.587
0.841,0.107,0.505,12.146,-7.202,3.601,0.87,-0.377,0.343,-7.812,-3.174,2.991
0.824,0.136,0.558,13.733,-4.883,2.38,0.876,-0.382,0.348,-11.78,-2.625,4.578
0.814,0.152,0.565,12.878,-2.136,0.854,0.883,-0.39,0.34,-13.489,-2.319,5.493
0.809,0.13,0.559,7.935,-0.977,0.244,0.885,-0.386,0.351,-13.306,-2.197,6.104
0.807,0.086,0.556,0.793,0.0,0.366,0.884,-0.355,0.378,-9.521,-1.526,6.226
0.797,0.073,0.534,-5.432,3.357,-0.305,0.877,-0.336,0.373,-2.38,0.488,4.761
0.787,0.047,0.493,-8.545,6.653,-0.61,0.863,-0.344,0.345,4.517,2.93,2.869
0.776,0.034,0.467,-9.399,6.409,0.183,0.847,-0.341,0.337,7.446,3.967,1.404
0.756,0.043,0.481,-10.254,3.662,0.244,0.842,-0.349,0.304,7.812,3.357,0.549
0.766,0.063,0.509,-9.949,0.732,1.282,0.848,-0.361,0.265,5.005,1.16,0.305
0.767,0.091,0.539,-7.446,-3.784,2.563,0.862,-0.37,0.261,-0.916,-1.038,0.793
0.771,0.106,0.573,-4.578,-9.644,4.761,0.871,-0.369,0.285,-5.371,-2.502,0.793
0.775,0.119,0.593,-3.052,-14.771,7.446,0.87,-0.376,0.307,-5.31,-2.686,1.282
0.783,0.136,0.619,-3.662,-17.517,9.399,0.873,-0.373,0.327,-3.418,-2.014,1.709
0.785,0.15,0.644,-6.958,-17.7,10.193,0.87,-0.37,0.343,-1.526,-0.427,1.709
0.781,0.181,0.687,-12.451,-15.076,10.01,0.861,-0.368,0.34,0.061,0.854,1.221
0.783,0.185,0.737,-15.991,-10.071,8.545,0.852,-0.367,0.337,1.221,1.77,0.427
0.787,0.167,0.749,-15.869,-4.395,6.714,0.85,-0.361,0.324,0.427,1.709,-0.488
0.787,0.15,0.741,-13.0,0.977,4.395,0.853,-0.356,0.322,-1.343,1.038,-0.183
0.786,0.135,0.711,-6.897,5.188,2.625,0.858,-0.356,0.338,-5.188,-0.916,-0.244
0.789,0.118,0.68,-0.61,7.019,1.343,0.864,-0.359,0.363,-8.118,-2.319,-0.793
0.79,0.111,0.657,4.944,7.69,0.427,0.865,-0.362,0.397,-7.202,-2.563,-1.404
0.806,0.108,0.621,8.118,8.362,0.122,0.867,-0.357,0.397,-1.953,-1.953,-1.892
0.818,0.116,0.574,8.545,9.583,0.0,0.862,-0.36,0.384,3.662,-0.183,-2.441
0.819,0.121,0.535,7.141,10.742,-0.793,0.865,-0.367,0.366,7.507,1.282,-2.502
0.805,0.112,0.503,3.845,11.047,-1.77,0.864,-0.375,0.362,9.338,2.075,-2.075
0.797,0.097,0.481,0.061,10.071,-2.136,0.865,-0.362,0.343,10.864,3.54,-1.038
0.795,0.083,0.482,-2.808,7.874,-1.587,0.865,-0.352,0.314,12.085,5.31,-0.305
0.812,0.077,0.491,-2.869,6.348,-0.732,0.868,-0.352,0.285,11.047,5.371,0.183
0.824,0.076,0.494,1.648,5.31,-0.427,0.867,-0.365,0.266,7.385,4.028,0.366
