aX,aY,aZ,gX,gY,gZ
0.988,0.001,-0.092,5.981,13.306,-3.906
0.993,0.006,-0.086,6.287,12.817,-1.892
1.002,0.020,-0.078,6.714,12.695,0.183
1.011,0.045,-0.070,7.690,13.428,2.319
1.022,0.060,-0.073,9.521,15.076,3.845
1.029,0.072,-0.088,10.254,18.616,3.601
1.018,0.084,-0.113,8.789,22.034,3.296
1.014,0.080,-0.135,7.385,24.658,2.563
1.014,0.076,-0.141,6.226,26.123,1.770
1.010,0.065,-0.146,4.272,26.184,0.061
1.001,0.045,-0.148,2.258,25.513,-1.465
0.995,0.028,-0.148,1.465,24.597,-2.197
0.988,0.016,-0.150,1.404,23.926,-2.319
0.980,0.010,-0.156,2.625,23.743,-2.258
0.970,0.004,-0.163,5.310,23.621,-1.953
0.961,0.006,-0.182,8.789,23.010,-1.709
0.957,0.014,-0.203,12.512,22.461,-0.610
0.958,0.028,-0.217,14.709,21.545,0.549
0.964,0.040,-0.225,14.160,20.386,0.793
0.969,0.045,-0.223,12.146,19.226,0.244
0.968,0.044,-0.217,9.521,17.700,-0.671
0.972,0.036,-0.209,7.141,15.808,-1.587
0.977,0.031,-0.204,5.127,14.465,-1.587
0.980,0.020,-0.201,3.418,13.550,-1.465
0.981,0.019,-0.199,1.953,13.367,-1.221
0.975,0.019,-0.201,0.977,13.672,-0.732
0.973,0.024,-0.199,1.038,13.977,-0.244
0.968,0.035,-0.204,1.282,15.137,0.427
0.963,0.037,-0.211,1.526,17.334,0.916
0.958,0.036,-0.221,1.709,19.531,0.916
0.959,0.041,-0.228,2.441,20.569,0.977
0.967,0.048,-0.234,3.479,20.142,1.282
0.969,0.051,-0.235,4.333,18.066,0.977
0.973,0.052,-0.234,5.493,15.198,0.000
0.977,0.057,-0.238,7.568,12.390,-0.610
0.976,0.055,-0.239,10.071,9.094,-1.465
0.973,0.049,-0.243,12.451,5.615,-2.380
0.970,0.044,-0.247,14.893,2.380,-2.991
0.970,0.041,-0.247,16.296,0.000,-3.418
0.969,0.040,-0.254,15.259,-0.061,-3.845
0.960,0.029,-0.261,13.428,1.831,-3.784
0.952,0.017,-0.268,11.536,3.906,-3.174
0.953,0.021,-0.272,10.071,5.554,-1.953
0.963,0.034,-0.270,8.545,6.409,-0.366
0.971,0.036,-0.263,6.531,7.446,0.488
0.963,0.034,-0.262,4.639,8.362,0.488
0.956,0.030,-0.259,3.662,8.850,0.671
0.954,0.029,-0.262,3.906,8.240,0.427
0.946,0.023,-0.266,4.639,6.714,-0.549
0.935,0.013,-0.274,5.981,5.188,-1.343
0.932,-0.002,-0.281,7.141,3.601,-1.099
0.934,0.002,-0.285,7.019,2.014,-0.061
0.947,0.007,-0.282,6.836,0.610,1.892
0.956,0.017,-0.276,5.798,-0.732,2.930
0.961,0.027,-0.275,4.150,-1.587,3.418
0.966,0.025,-0.251,3.662,-2.625,3.784
0.986,0.040,-0.248,1.953,-3.723,4.028
0.987,0.045,-0.230,1.526,-4.944,3.479
0.987,0.042,-0.222,1.465,-5.310,2.502
0.984,0.035,-0.220,1.099,-4.944,1.831
0.979,0.026,-0.220,0.793,-4.333,1.709
0.977,0.020,-0.219,0.305,-3.540,1.953
0.977,0.015,-0.214,-0.183,-2.563,2.625
0.975,0.011,-0.215,-1.099,-1.465,3.113
0.974,0.012,-0.221,-2.319,0.244,3.479
0.979,0.025,-0.224,-2.075,0.671,4.150
0.987,0.038,-0.216,-1.404,-0.610,4.211
0.995,0.046,-0.209,-1.221,-2.014,3.418
0.996,0.046,-0.203,-1.038,-2.869,2.014
1.381,-0.414,1.391,274.963,66.223,-6.104
1.375,-0.599,0.486,168.884,14.526,-41.504
1.391,-0.840,0.092,82.336,32.898,-53.589
1.269,-1.005,0.115,36.743,35.828,-43.945
1.287,-0.938,0.054,-6.836,19.287,-28.687
1.286,-0.796,0.156,-51.208,-1.770,-9.094
1.223,-0.724,0.179,-89.783,-18.799,12.451
1.118,-0.726,0.339,-125.793,-32.532,36.804
1.079,-0.372,0.968,-138.550,-39.124,53.772
1.187,-0.199,1.342,-103.638,-27.344,66.956
1.211,-0.150,1.460,-56.213,-2.380,61.707
1.207,-0.139,1.292,-7.263,36.011,48.950
1.146,-0.182,0.898,34.973,81.299,34.546
1.090,-0.208,0.540,57.617,113.525,24.536
1.037,-0.200,0.290,63.477,123.352,19.653
1.012,-0.167,0.173,61.951,120.117,18.372
1.032,-0.143,0.145,54.993,110.962,18.921
1.010,-0.100,0.151,46.814,102.722,17.151
0.997,-0.078,0.107,39.001,96.619,13.306
0.964,-0.068,0.092,32.166,90.027,9.399
0.950,-0.053,0.087,29.663,82.642,5.798
0.917,-0.013,0.063,34.973,75.867,1.770
0.883,0.006,0.004,45.410,71.655,-1.831
0.855,0.018,-0.075,55.908,72.083,-4.395
0.827,0.016,-0.180,63.110,74.768,-5.737
0.777,0.021,-0.274,66.406,77.209,-5.798
0.758,0.013,-0.383,66.040,81.482,-5.249
0.727,0.002,-0.499,61.279,86.365,-3.906
0.684,-0.019,-0.573,51.514,89.844,-2.014
0.665,-0.031,-0.641,41.687,90.881,0.183
0.673,-0.032,-0.709,36.194,87.097,3.723
0.674,-0.012,-0.731,30.457,77.087,6.165
0.694,0.000,-0.753,27.527,65.613,6.348
0.724,0.004,-0.757,28.259,56.641,3.662
0.751,-0.002,-0.753,31.006,47.913,-0.305
0.761,-0.017,-0.763,35.461,37.537,-5.005
0.765,-0.048,-0.789,40.344,27.283,-9.155
0.754,-0.079,-0.800,41.992,17.212,-12.146
0.739,-0.111,-0.802,40.161,8.972,-12.329
0.747,-0.136,-0.799,35.156,3.906,-10.803
0.745,-0.144,-0.791,27.466,1.343,-8.057
0.737,-0.141,-0.760,17.334,0.183,-4.883
0.759,-0.138,-0.734,7.874,-0.549,-1.587
0.772,-0.130,-0.684,-0.305,-1.404,1.465
0.798,-0.128,-0.648,-5.615,-1.343,3.723
0.817,-0.132,-0.637,-7.141,-1.038,4.395
0.824,-0.125,-0.632,-6.531,-1.892,4.578
0.842,-0.130,-0.635,-6.470,-3.784,4.639
0.853,-0.127,-0.618,-7.935,-6.836,4.700
0.866,-0.132,-0.585,-10.437,-11.414,4.822
0.898,-0.142,-0.543,-12.329,-16.785,5.859
0.914,-0.141,-0.491,-13.733,-22.766,6.592
0.928,-0.139,-0.434,-15.442,-27.771,6.470
0.945,-0.139,-0.376,-17.151,-30.945,5.432
0.955,-0.144,-0.315,-18.188,-31.799,3.296
0.959,-0.152,-0.262,-18.311,-29.480,1.038
0.958,-0.157,-0.222,-16.846,-24.719,-0.244
0.951,-0.165,-0.194,-13.611,-19.165,-0.488
0.966,-0.170,-0.190,-9.705,-13.855,0.122
0.974,-0.170,-0.198,-6.226,-10.010,1.038
0.980,-0.173,-0.214,-4.517,-7.996,1.465
0.975,-0.172,-0.222,-4.211,-7.751,1.465
0.971,-0.174,-0.224,-4.028,-8.667,1.831
0.971,-0.176,-0.219,-4.150,-10.132,2.686
0.971,-0.178,-0.210,-4.272,-11.353,3.479
0.979,-0.180,-0.195,-4.517,-11.230,3.784
0.973,-0.181,-0.180,-5.066,-10.254,3.906
0.982,-0.178,-0.164,-4.333,-8.118,3.174
0.983,-0.173,-0.161,-2.502,-5.005,1.953
0.977,-0.178,-0.170,0.244,-1.465,0.183
0.963,-0.183,-0.196,3.540,1.953,-0.977
0.955,-0.183,-0.233,5.859,4.272,-1.160
0.950,-0.182,-0.260,6.409,5.005,-0.671
0.947,-0.179,-0.271,5.188,4.761,-0.061
0.945,-0.174,-0.277,3.906,4.272,0.732
0.948,-0.168,-0.278,3.540,3.357,1.404
0.954,-0.165,-0.279,3.662,2.258,1.587
0.958,-0.162,-0.278,3.845,1.404,1.648
0.961,-0.160,-0.277,3.967,0.854,1.465
0.961,-0.161,-0.280,4.028,0.977,0.732
0.958,-0.161,-0.284,4.211,1.587,0.061
0.955,-0.162,-0.290,5.127,2.136,-0.427
0.950,-0.161,-0.296,5.859,2.319,-0.977
0.954,-0.166,-0.293,6.470,1.831,-1.160
0.955,-0.170,-0.284,6.714,0.977,-1.404
0.952,-0.174,-0.281,6.592,0.732,-1.831
0.948,-0.173,-0.282,6.226,1.099,-1.892
0.942,-0.180,-0.284,5.188,1.709,-1.343
0.937,-0.181,-0.289,4.578,1.831,-0.549
0.938,-0.179,-0.295,3.906,2.075,0.183
0.936,-0.176,-0.303,3.479,2.197,0.793
0.937,-0.173,-0.307,2.930,1.892,1.343
0.940,-0.171,-0.313,2.502,1.160,1.587
0.942,-0.169,-0.313,2.075,0.366,2.197
0.946,-0.168,-0.306,1.892,-0.793,2.319
0.949,-0.164,-0.294,1.831,-1.770,2.136
0.953,-0.160,-0.281,1.953,-2.258,2.075
0.958,-0.162,-0.270,2.319,-2.319,1.648
0.957,-0.162,-0.271,2.380,-1.892,0.793
0.955,-0.166,-0.273,2.441,-0.854,0.671
0.955,-0.167,-0.274,2.258,-0.366,0.854
0.956,-0.167,-0.272,1.953,0.000,0.977
0.958,-0.168,-0.272,2.075,-0.061,1.038
0.960,-0.166,-0.271,1.831,0.000,0.854
0.962,-0.166,-0.268,1.343,0.244,0.732
0.961,-0.165,-0.270,1.221,0.854,0.977
0.961,-0.164,-0.269,1.587,1.099,1.282
0.960,-0.162,-0.269,2.014,0.977,1.221
0.957,-0.160,-0.276,2.502,0.916,0.854
0.956,-0.160,-0.274,2.502,0.549,0.671
0.955,-0.163,-0.274,2.441,0.305,0.244
0.953,-0.163,-0.277,2.686,0.610,0.244
0.950,-0.166,-0.285,2.441,0.916,0.183
0.949,-0.170,-0.286,1.892,0.793,0.427
0.952,-0.169,-0.286,1.282,0.610,0.732
0.954,-0.168,-0.281,0.854,0.183,0.854
0.955,-0.166,-0.276,0.732,-0.305,0.610
0.956,-0.166,-0.272,0.671,0.061,0.671
0.957,-0.166,-0.271,1.465,0.366,0.549
2.126,-0.776,1.527,263.977,-15.747,23.315
1.876,-0.501,0.944,158.203,-25.208,-57.068
1.616,-0.891,0.542,2.869,1.221,-77.698
1.460,-0.945,0.672,-60.730,-6.653,-45.776
1.408,-0.579,1.280,-84.839,-44.373,0.732
1.473,-0.456,1.686,-83.313,-30.884,34.119
1.479,-0.226,1.706,-47.180,27.466,50.110
1.398,-0.113,1.448,-8.301,83.740,43.945
1.307,-0.094,1.034,26.123,122.009,26.367
1.219,-0.083,0.674,58.105,137.817,5.920
1.132,-0.067,0.415,84.229,132.202,-10.437
1.023,-0.031,0.222,102.051,119.019,-22.522
0.919,0.003,0.075,108.826,109.558,-26.489
0.842,0.011,-0.035,105.103,105.896,-24.353
0.771,0.009,-0.143,96.741,107.971,-19.897
0.719,0.001,-0.256,87.036,111.084,-13.428
0.701,-0.003,-0.347,78.064,111.450,-6.104
0.672,0.017,-0.409,70.862,108.643,-0.977
0.661,0.061,-0.461,66.772,104.736,1.221
0.671,0.088,-0.525,67.566,101.746,0.122
0.674,0.078,-0.602,69.641,97.290,-3.601
0.674,0.044,-0.670,70.190,89.111,-7.935
0.676,0.007,-0.726,69.702,77.393,-11.841
0.675,-0.015,-0.763,69.763,65.674,-13.794
0.698,-0.039,-0.781,69.275,54.443,-14.404
0.695,-0.057,-0.790,66.711,43.274,-13.733
0.694,-0.081,-0.787,61.707,33.447,-12.024
0.686,-0.089,-0.772,54.321,25.208,-8.850
0.700,-0.084,-0.748,47.180,18.066,-4.761
0.716,-0.066,-0.717,39.673,11.414,-1.709
0.745,-0.061,-0.687,31.860,7.568,0.244
0.779,-0.077,-0.657,24.597,6.531,1.404
0.809,-0.086,-0.624,18.860,5.798,1.953
0.835,-0.089,-0.579,15.686,2.808,1.770
0.849,-0.097,-0.553,15.930,-1.282,1.587
0.854,-0.114,-0.547,17.578,-4.700,2.136
0.851,-0.121,-0.528,17.822,-8.057,3.479
0.850,-0.117,-0.521,16.663,-10.193,5.798
0.858,-0.106,-0.507,14.587,-10.803,8.179
0.871,-0.098,-0.496,10.498,-9.155,9.705
0.894,-0.098,-0.469,4.761,-6.287,10.559
0.907,-0.106,-0.439,-0.183,-4.028,10.986
0.917,-0.102,-0.431,-2.991,-2.319,10.864
0.930,-0.099,-0.416,-3.540,-2.258,10.437
0.939,-0.097,-0.415,-3.113,-2.686,8.484
0.939,-0.101,-0.417,-2.686,-2.808,5.920
0.916,-0.106,-0.421,-1.831,-4.028,3.540
0.911,-0.116,-0.421,-0.549,-5.615,2.136
0.909,-0.123,-0.413,0.732,-7.812,1.770
0.912,-0.130,-0.401,1.221,-9.705,1.587
0.913,-0.134,-0.385,1.526,-10.315,1.953
0.922,-0.139,-0.368,0.977,-10.132,2.747
0.939,-0.136,-0.357,-0.610,-9.521,3.906
0.945,-0.132,-0.341,-1.953,-8.484,4.456
0.948,-0.125,-0.329,-2.747,-7.202,4.333
0.956,-0.117,-0.320,-3.235,-5.615,3.357
0.954,-0.119,-0.316,-3.479,-4.028,1.953
0.954,-0.128,-0.317,-2.930,-3.174,0.732
0.955,-0.133,-0.320,-2.136,-3.540,0.061
0.954,-0.136,-0.316,-1.892,-5.188,0.244
0.954,-0.137,-0.314,-1.892,-7.080,0.305
0.939,-0.137,-0.313,-2.197,-8.362,0.488
0.953,-0.146,-0.314,-3.235,-8.484,1.587
0.941,-0.149,-0.312,-4.395,-8.728,2.869
0.941,-0.145,-0.299,-5.249,-7.935,3.296
0.949,-0.139,-0.278,-6.226,-7.141,3.357
0.963,-0.140,-0.248,-6.104,-6.226,2.930
0.972,-0.144,-0.230,-4.883,-4.272,1.709
0.973,-0.147,-0.228,-2.808,-1.892,0.183
0.964,-0.154,-0.241,-0.488,0.000,-1.160
0.952,-0.160,-0.262,1.709,1.221,-2.014
0.942,-0.165,-0.283,2.930,1.648,-2.258
0.933,-0.165,-0.300,2.930,1.404,-2.075
0.926,-0.163,-0.312,2.380,1.221,-1.526
0.922,-0.163,-0.320,1.343,1.038,-0.244
0.928,-0.164,-0.314,0.488,0.000,0.977
0.934,-0.164,-0.299,0.122,-1.648,2.136
0.942,-0.158,-0.286,0.427,-2.502,2.869
0.943,-0.155,-0.282,0.671,-2.502,2.808
0.941,-0.152,-0.287,0.977,-2.197,2.747
0.941,-0.145,-0.292,1.282,-1.465,3.052
0.942,-0.141,-0.293,0.977,-0.244,3.235
0.944,-0.139,-0.301,0.122,1.465,3.052
0.948,-0.140,-0.309,-0.061,2.319,3.174
0.958,-0.138,-0.310,0.061,1.709,3.540
0.967,-0.130,-0.305,-0.061,0.000,3.418
0.971,-0.125,-0.298,0.183,-1.282,3.235
0.972,-0.122,-0.293,0.122,-2.014,2.808
0.972,-0.119,-0.293,-0.183,-2.197,2.319
0.969,-0.120,-0.287,-0.671,-2.014,2.014
0.966,-0.122,-0.281,-1.099,-1.404,1.526
0.962,-0.125,-0.279,-1.282,-0.732,0.793
0.962,-0.128,-0.281,-0.854,0.366,0.549
0.962,-0.136,-0.286,-0.366,0.488,0.183
0.962,-0.140,-0.284,0.000,-0.366,0.122
0.962,-0.142,-0.276,-0.122,-1.404,0.122
0.962,-0.145,-0.268,-0.610,-2.075,0.244
0.958,-0.151,-0.261,-1.038,-2.136,0.549
0.955,-0.152,-0.253,-0.916,-1.709,1.099
0.956,-0.149,-0.254,-0.793,-1.038,1.404
0.955,-0.144,-0.255,-0.732,0.183,1.648
0.960,-0.142,-0.259,-0.244,1.465,1.404
0.962,-0.140,-0.266,0.366,2.319,0.977
0.961,-0.139,-0.274,1.038,2.625,0.610
0.962,-0.137,-0.280,1.831,2.563,0.549
0.963,-0.139,-0.281,1.831,2.197,0.427
0.959,-0.141,-0.283,1.709,2.014,0.244
0.955,-0.143,-0.286,1.404,2.136,0.061
0.951,-0.144,-0.288,1.099,2.197,0.061
0.946,-0.143,-0.291,0.854,2.319,0.061
0.943,-0.145,-0.297,0.610,2.869,0.488
0.942,-0.142,-0.302,0.793,2.991,0.916
0.944,-0.140,-0.304,1.038,2.747,1.343
0.950,-0.138,-0.302,0.854,2.136,1.526
0.957,-0.135,-0.302,1.038,1.587,1.526
0.958,-0.134,-0.298,1.038,1.038,1.465
0.959,-0.134,-0.299,1.099,0.916,1.221
0.958,-0.135,-0.297,1.160,0.793,1.099
0.954,-0.136,-0.297,1.221,0.549,0.916
1.534,-0.643,2.884,-0.610,-54.199,36.621
1.930,-0.881,1.532,130.798,-31.372,18.005
1.712,-0.763,0.922,64.026,-3.174,-36.072
1.548,-0.938,0.835,-20.508,8.667,-48.950
1.482,-0.929,1.057,-44.495,-2.075,-25.330
1.361,-0.638,1.454,-49.866,-21.545,4.333
1.382,-0.431,1.656,-32.959,-3.662,28.809
1.406,-0.225,1.632,3.113,43.030,39.001
1.346,-0.139,1.385,31.311,91.797,30.701
1.265,-0.134,1.008,59.082,128.723,15.564
1.184,-0.086,0.701,87.341,142.578,1.160
1.099,-0.019,0.456,110.107,139.404,-10.620
1.025,0.036,0.277,125.183,131.104,-20.874
0.944,0.093,0.139,132.751,123.108,-27.527
0.883,0.130,0.023,135.254,116.455,-30.334
0.834,0.145,-0.090,135.193,111.633,-32.349
0.768,0.148,-0.212,132.751,109.680,-34.241
0.703,0.146,-0.356,128.235,110.352,-33.691
0.652,0.129,-0.480,122.070,112.610,-30.334
0.613,0.130,-0.589,113.220,113.037,-25.696
0.596,0.128,-0.696,105.286,108.215,-20.264
0.589,0.107,-0.788,98.511,97.229,-15.869
0.586,0.087,-0.855,91.797,85.327,-12.939
0.583,0.073,-0.905,84.045,73.425,-9.521
0.618,0.068,-0.916,75.989,61.096,-5.371
0.651,0.065,-0.892,67.932,49.683,-2.441
0.671,0.063,-0.864,59.937,41.382,-1.953
0.686,0.055,-0.852,52.795,37.231,-2.625
0.686,0.036,-0.850,46.631,34.912,-4.578
0.677,0.020,-0.857,40.649,32.776,-6.104
0.674,-0.002,-0.858,35.095,30.090,-6.104
0.684,-0.025,-0.850,29.907,25.085,-5.127
0.708,-0.052,-0.826,25.513,18.677,-3.479
0.727,-0.080,-0.794,20.752,11.597,-1.709
0.751,-0.103,-0.748,15.808,4.089,1.343
0.770,-0.108,-0.703,10.681,-2.258,5.554
0.792,-0.108,-0.656,4.456,-6.104,9.216
0.806,-0.098,-0.611,-1.526,-7.751,11.963
0.821,-0.087,-0.576,-4.944,-8.118,13.672
0.839,-0.088,-0.550,-7.019,-7.812,13.611
0.854,-0.089,-0.536,-8.545,-7.385,12.512
0.883,-0.096,-0.524,-9.705,-8.545,11.169
0.902,-0.107,-0.509,-11.108,-11.108,10.010
0.912,-0.117,-0.482,-12.878,-14.221,9.155
0.921,-0.108,-0.445,-15.869,-17.700,8.850
0.924,-0.109,-0.394,-18.188,-20.081,8.789
0.931,-0.113,-0.355,-18.860,-20.996,8.667
0.934,-0.118,-0.324,-18.005,-20.203,8.362
0.943,-0.121,-0.300,-15.991,-17.761,7.568
0.958,-0.129,-0.282,-13.611,-14.709,6.714
0.964,-0.139,-0.275,-10.925,-11.841,5.249
0.973,-0.148,-0.276,-7.996,-9.521,3.967
0.972,-0.153,-0.279,-5.920,-8.667,2.686
0.972,-0.152,-0.279,-5.066,-7.690,1.953
0.965,-0.148,-0.282,-5.249,-6.226,1.709
0.956,-0.149,-0.296,-5.615,-4.517,1.526
0.949,-0.152,-0.308,-6.409,-3.357,1.709
0.937,-0.148,-0.314,-7.629,-3.418,2.258
0.941,-0.150,-0.303,-8.301,-4.150,2.502
0.944,-0.151,-0.296,-8.057,-4.883,2.808
0.949,-0.152,-0.286,-7.080,-5.432,3.296
0.947,-0.150,-0.280,-5.676,-5.737,3.479
0.950,-0.150,-0.284,-4.456,-4.944,3.174
0.955,-0.157,-0.289,-3.784,-3.967,2.869
0.949,-0.156,-0.287,-2.502,-3.296,2.441
0.947,-0.150,-0.289,-1.343,-2.747,1.953
0.949,-0.149,-0.293,-0.366,-1.953,1.770
0.942,-0.151,-0.302,0.183,-0.793,1.343
0.938,-0.149,-0.314,0.427,0.671,1.404
0.939,-0.146,-0.330,0.488,1.709,1.648
0.941,-0.143,-0.335,-0.244,1.953,1.892
0.947,-0.142,-0.336,-1.404,1.099,2.136
0.947,-0.143,-0.328,-1.892,0.000,2.380
0.950,-0.141,-0.320,-1.465,-0.916,2.197
0.944,-0.140,-0.318,-1.038,-1.465,1.831
0.943,-0.142,-0.317,-0.671,-1.831,1.587
0.936,-0.140,-0.318,-0.549,-2.136,1.648
0.942,-0.138,-0.315,-0.732,-1.770,0.854
0.939,-0.138,-0.317,-0.671,-0.671,0.671
0.939,-0.144,-0.321,-0.549,0.488,0.305
0.937,-0.150,-0.328,-0.061,0.916,0.488
0.940,-0.150,-0.331,0.122,0.488,0.854
0.949,-0.147,-0.322,-0.305,-0.732,1.038
0.951,-0.146,-0.307,-0.854,-1.465,0.977
0.952,-0.146,-0.301,-0.916,-1.160,1.343
0.950,-0.144,-0.299,-0.549,-0.549,1.465
0.949,-0.141,-0.306,-0.305,0.427,1.526
0.945,-0.137,-0.314,-0.305,1.404,1.221
0.944,-0.138,-0.325,-0.061,1.648,1.038
0.942,-0.138,-0.332,0.244,0.916,1.038
0.946,-0.139,-0.329,0.061,-0.244,1.587
0.950,-0.132,-0.320,0.183,-1.465,1.648
0.954,-0.133,-0.306,0.122,-1.892,1.343
0.954,-0.137,-0.302,0.000,-1.221,0.671
0.953,-0.143,-0.302,-0.061,0.000,0.000
0.947,-0.146,-0.304,-0.183,1.038,-0.488
0.942,-0.152,-0.307,0.000,1.648,-0.488
0.940,-0.157,-0.311,0.183,1.526,-0.488
0.939,-0.161,-0.309,0.610,0.549,0.000
0.943,-0.158,-0.304,0.916,-0.549,0.793
0.951,-0.156,-0.294,0.977,-0.916,1.343
0.952,-0.152,-0.285,0.916,-1.038,1.648
0.955,-0.148,-0.285,1.343,-0.488,1.892
0.955,-0.141,-0.293,1.770,0.610,1.953
0.957,-0.134,-0.302,1.892,1.404,1.526
0.961,-0.130,-0.301,1.648,1.953,0.916
0.962,-0.130,-0.298,1.221,2.808,-0.122
0.954,-0.135,-0.306,1.160,3.601,-0.977
0.949,-0.141,-0.315,1.587,3.967,-1.160
0.947,-0.147,-0.317,2.380,3.235,-0.977
0.947,-0.150,-0.314,2.930,1.648,-0.671
0.946,-0.154,-0.305,3.235,0.427,-0.305
0.946,-0.157,-0.302,3.113,0.305,0.122
0.943,-0.155,-0.306,3.113,0.427,0.366
0.938,-0.155,-0.312,3.418,0.671,0.732
0.936,-0.148,-0.317,3.052,0.916,0.916
0.939,-0.144,-0.320,2.380,1.892,1.282
0.941,-0.144,-0.319,1.526,3.052,1.160
0.945,-0.143,-0.318,1.343,3.357,1.038
2.285,-0.734,3.861,-48.462,-193.970,93.262
2.687,-1.012,3.206,164.795,-152.527,40.100
2.177,-0.749,1.525,134.949,-15.076,-75.989
1.641,-1.185,1.041,22.888,-14.526,-125.854
1.360,-1.170,1.308,-11.292,-48.950,-82.703
1.243,-0.841,1.767,-20.874,-64.880,-16.479
1.300,-0.649,2.019,-38.574,-17.761,32.593
1.321,-0.352,1.998,-28.259,64.758,60.913
1.264,-0.205,1.614,5.798,128.723,61.157
1.165,-0.140,1.103,44.617,158.752,39.856
1.112,-0.083,0.699,82.275,160.461,16.785
1.031,-0.039,0.437,109.680,142.151,-0.671
0.931,-0.002,0.251,123.962,125.488,-12.695
0.827,0.029,0.093,128.235,117.981,-17.761
0.728,0.036,-0.062,125.916,115.295,-14.771
0.655,0.031,-0.218,120.422,113.647,-7.568
0.595,0.028,-0.344,112.671,109.192,1.099
0.566,0.045,-0.448,102.478,104.126,10.864
0.577,0.082,-0.512,91.919,101.624,19.104
0.608,0.120,-0.580,84.595,99.609,23.132
0.631,0.128,-0.641,79.712,94.543,24.170
0.662,0.121,-0.693,77.148,84.595,23.132
0.690,0.122,-0.731,76.355,70.801,20.386
0.736,0.121,-0.738,75.317,56.641,17.761
0.772,0.103,-0.722,72.205,43.274,14.832
0.792,0.077,-0.704,68.848,30.884,12.573
0.801,0.070,-0.673,67.017,19.409,12.207
0.829,0.078,-0.626,61.646,11.902,11.475
0.828,0.090,-0.593,49.622,13.794,8.118
0.836,0.077,-0.571,39.673,20.203,5.310
0.831,0.076,-0.554,35.645,24.170,2.991
0.839,0.076,-0.553,36.255,25.879,-0.183
0.844,0.071,-0.573,39.734,27.893,-4.272
0.833,0.047,-0.607,42.969,29.297,-8.118
0.837,0.018,-0.648,44.861,29.053,-10.498
0.847,-0.006,-0.679,43.579,25.452,-10.742
0.847,-0.019,-0.676,40.833,18.005,-10.376
0.844,-0.019,-0.654,37.231,9.949,-9.399
0.848,-0.016,-0.628,33.081,3.113,-7.751
0.857,-0.002,-0.596,28.015,-0.488,-6.409
0.863,-0.003,-0.567,20.447,0.427,-6.165
0.865,-0.019,-0.551,12.756,5.127,-5.737
0.870,-0.037,-0.541,7.446,8.423,-5.005
0.884,-0.048,-0.535,4.150,7.935,-4.517
0.899,-0.059,-0.514,2.502,5.005,-4.395
0.907,-0.070,-0.493,1.282,1.343,-4.883
0.913,-0.085,-0.470,-0.427,-1.709,-5.615
0.905,-0.100,-0.445,-2.319,-4.639,-5.981
0.909,-0.113,-0.410,-3.540,-7.874,-5.676
0.910,-0.120,-0.373,-4.150,-10.864,-5.249
0.913,-0.126,-0.339,-4.639,-12.207,-4.944
0.918,-0.138,-0.312,-5.066,-11.108,-4.639
0.913,-0.152,-0.290,-5.371,-8.362,-4.456
0.909,-0.162,-0.285,-5.127,-5.188,-3.296
0.910,-0.164,-0.286,-4.211,-2.930,-1.587
0.922,-0.161,-0.288,-3.662,-2.258,0.305
0.937,-0.152,-0.281,-2.930,-2.441,1.892
0.946,-0.143,-0.277,-2.747,-2.808,2.808
0.948,-0.136,-0.275,-2.808,-3.540,3.113
0.950,-0.129,-0.277,-2.808,-4.028,3.113
0.949,-0.120,-0.282,-2.747,-4.150,3.174
0.955,-0.112,-0.281,-3.235,-3.784,3.052
0.963,-0.110,-0.273,-4.150,-2.686,2.747
0.965,-0.113,-0.265,-5.005,-0.671,1.953
0.970,-0.123,-0.254,-4.333,0.244,1.770
0.978,-0.123,-0.250,-2.380,0.061,1.709
0.983,-0.120,-0.250,-0.427,-0.244,1.770
0.983,-0.117,-0.255,0.427,0.183,1.526
0.975,-0.113,-0.266,0.305,1.099,1.282
0.966,-0.108,-0.282,0.488,2.014,1.160
0.956,-0.105,-0.295,0.549,2.625,0.916
0.951,-0.102,-0.314,0.916,2.869,1.038
0.945,-0.099,-0.331,1.404,2.869,1.038
0.945,-0.098,-0.346,1.465,2.502,0.977
0.950,-0.101,-0.340,1.099,0.977,0.793
0.959,-0.099,-0.326,0.732,-1.160,0.977
0.961,-0.100,-0.310,0.122,-2.136,0.610
0.958,-0.107,-0.295,-0.854,-2.014,0.061
0.956,-0.113,-0.290,-0.793,-1.465,0.061
0.957,-0.115,-0.289,-0.305,-0.916,-0.122
0.953,-0.120,-0.293,-0.732,0.244,-0.671
0.946,-0.126,-0.293,-0.916,1.221,-0.916
0.948,-0.129,-0.292,-0.977,1.404,-0.671
0.952,-0.128,-0.292,-1.038,1.160,-0.427
0.951,-0.125,-0.292,-1.099,1.465,-0.122
0.952,-0.126,-0.294,-1.404,1.831,0.122
0.946,-0.125,-0.297,-1.648,1.831,0.427
0.948,-0.124,-0.300,-1.404,1.343,0.977
0.952,-0.118,-0.297,-1.099,0.244,1.343
0.955,-0.114,-0.292,-0.916,-0.549,1.343
0.954,-0.114,-0.286,-0.671,-0.427,1.038
0.953,-0.114,-0.292,0.488,-0.366,0.854
0.951,-0.113,-0.299,1.892,-0.488,0.854
0.960,-0.110,-0.297,2.441,-1.160,1.099
0.966,-0.112,-0.285,2.319,-1.709,0.793
0.968,-0.114,-0.280,1.099,-1.404,0.305
0.965,-0.118,-0.276,0.305,0.122,0.305
